nominativo,regione,sesso,città_nascita,lat,lon,scheda,link,id
Renato Quaglia,Piemonte,M,Cerrina Monf. (AL),45.12261,8.21445,"Nato a Cerrina Monferrato (AL) il 25 aprile 1918, carabiniere. IMI Internato Militare Italiano. Catturato in Grecia è stato deportato in Germania. Ha raccontato la sua storia nel libro “Vicissitudini di un Carabiniere Reale”. L’intervista è stata realizzata da Beppe Fenocchio nel 2023.",https://www.noipartigiani.it/quaglia/,936326315
Franco Foglino,Piemonte,M,Torino,45.06775,7.68249,"Nato a Torino il 21 marzo 1926, studente. Nome di battaglia “Pinko”. 3ª Divisione Langhe Giustizia e Libertà. Ha scritto il lbro “Gioventù partigiana. Memorie 1943-1945. Canavese, San Mauro, Langhe, battaglia di Alba, liberazione di Torino”.",https://www.noipartigiani.it/foglino/,923421537
Bruno Torreggiani,Emilia-R./Lomb.,M,Suzzara (MN),44.99341,10.74235,Nato a Suzzara (MN) il 7 ottobre 1929. Nome di battaglia “Topolino”. Ha fatto attività di appoggio ai partigiani della Divisione Padana Inferiore di cui divenne comandante il fratello Desiderio “Sante”.,https://www.noipartigiani.it/torreggiani/,923800427
Laura Fussi,Lombardia,F,Milano,45.46419,9.18963,"Nata a Milano il 20 gennaio 1937. Racconta l’attività clandestina del padre Antonio e della madre Eugenia Carbonetto che coinvolgeva anche lei e il fratello Fernando. Nell’intervista fa riferimento allo zio Giuseppe Chiostergi, deputato dell’Assemblea Costituente. L’intervista è stata realizzata nel gennaio del 2024.",https://www.noipartigiani.it/fussi/,919970138
Dante Pennati,Lazio/Liguria,M,Civitavecchia (RM),42.09117,11.79632,"Nato a Civitavecchia (Roma) il 28 gennaio 1924. Divisione “Mingo”, Brigata Pio. Ha operato come guida nella zona di Ronco Scrivia (Ge). Nell’intervista fa riferimento alla morte di Egidio Dedè, “Jon”, avvenuta il 18 marzo 1945. L’intervista è stata realizzata nel febbraio 2024.",https://www.noipartigiani.it/pennati/,914701086
Paolo Pesce,Liguria,M,Magliolo (SV),44.19323,8.24976,"Nato a Magliolo (SV) il 4 febbraio 1926. Nome di battaglia “Pietra”. 4ª Brigata Garibaldi, Distaccamento “Rebagliati”. Nell’intervista fa riferimento al partigiano Luigi Chiappe “Otto”, ucciso il 5 aprile 1945, al comandante Genesio Rosolino “Tigre” e alla formazione fascista detta Controbanda di Calice. L’intervista è stata realizzata nel febbraio 2024.",https://www.noipartigiani.it/paolo-pesce/,914350370
Artemio Mosconi,Emilia-Romagna,M,Serramazzoni (MO),44.42306,10.79158,"Nato a Monfestino di Serramazzoni (MO) il 30 aprile 1927, calzolaio. Nome di battaglia “Patataun”. Formazione “Fulmine”. L’intervista è stata realizzata nel dicembre 2023.",https://www.noipartigiani.it/mosconi/,905923515
Giorgio Allori,Toscana,M,Livorno,43.55015,10.30932,"Nato a Livorno il 4 febbraio 1922, allievo ufficiale. IMI, Internato Militare Italiano. Dopo l’8 settembre 1943 è stato detenuto in campo di prigionia per due anni tra Polonia e Germania. Nel dopoguerra ha proseguito la carriera militare raggiungendo il grado di Generale. L’intervista è stata realizzata nell’ottobre 2023.",https://www.noipartigiani.it/allori_giorgio/,889983071
Giuliana Palozza,Lazio,F,Montecelio (RM),42.00392,12.74103,"Nata a Montecelio, Roma, il 6 novembre 1940. Il padre Olimpio faceva parte della banda partigiana “Ferraris”: con la madre Angela Del Giudice nascosero in casa una famiglia di vicini ebrei. Il nonno Angelo venne ucciso dai tedeschi perché sospettato di aiutare i partigiani.",https://www.noipartigiani.it/palozza/,890236613
Sandra Gilardelli,Lombardia,F,Milano,45.46419,9.18963,"Nata a Milano, 1 luglio 1925. Ha collaborato con la Brigata Cesare Battisti nel Verbano come staffetta e aiuto al medico della formazione. Durante la Resistenza ha incontrato il partigiano “Mosca”, Michele Fiore, con cui si è sposata nel dopoguerra. L’intervista è stata realizzata nel settembre 2023.",https://www.noipartigiani.it/gilardelli_sandra/,875486130
Irene Giusso,Liguria/UK,F,Willenhall (UK),52.5855,-2.0526,"Nata a Willenhall, Inghilterra, il 3 giugno 1918. Nome di battaglia “Violetta”. Ha fatto la resistenza nella divisione Garibaldi “Coduri” sull’Appenino Ligure. Della formazione faceva parte anche il futuro marito Vladimiro Cosso “Miro”, mentre “Virgola” era il comandante Eraldo Fico. Nell’intervista, realizzata nel 2015, si fa riferimento a Umberto Vito Spiotta, torturatore fascista condannato a morte dal tribunale di Chiavari. La sentenza è stata eseguita il 12 gennaio 1946.",https://www.noipartigiani.it/giusso_irene/,860156976
Aldo Sacchetti,Lazio/Piemonte,M,Roma,41.89332,12.48293,"Nato a Roma il 4 febbraio 1921, studente. Ha fatto la Resistenza in Piemonte. Banda “Italia Libera”, Comandante di Brigata, Comandante III Divisione Alpi; fondatore del Servizio X, intelligence partigiana. Medaglia d’Argento al Valor Militare. Sulla sua vicenda Aldo Sacchetti ha scritto il libro “Un romano tra i ribelli. Da Duccio Galimberti a Piero Cosa”. L’intervista è stata realizzata da Mauro Fissore nel 2018.",https://www.noipartigiani.it/sacchetti/,860190254
Vladimiro Tamanti,Argentina/Marche,M,Buenos Aires (ARG),-34.60757,-58.43709,"Nato a Buenos Aires, Argentina nel 1927, studente. Ha fatto la Resistenza nelle Marche. Brigata “Val Fiastre”.",https://www.noipartigiani.it/tamanti/,859343304
Stefano Makridakis,Liguria,M,Genova,44.40726,8.93386,"Nato a Genova, l’11 giugno 1924 (da padre greco). Nome di battaglia “Gordon”. Brigata “Giacomo Buranello”. L’intervista è stata realizzata nel 2016 da Matteo Brugnoli e Roberta Cosso.",https://www.noipartigiani.it/makridakis/,859414738
Luisa Verdi,Lombardia/Piem.,F,Dalmine (BG),45.64966,9.60533,"Nata a Dalmine (BG) nel 1924, operaia. Staffetta. Ha svolto la sua attività a Gravellona Toce (VB) per il Distaccamento Rutto della Divisione “Beltrami”. L’intervista è stata realizzata da Paolo De Toni nel 2017.",https://www.noipartigiani.it/verdi_luisa/,859075973
Renato Bullini,Emilia-Romagna,M,Rimini,44.05938,12.56843,"Nato a Rimini il 1 gennaio 1925. Nome di battaglia “Bulein”. Gap. Ha salvato e nascosto un aviatore americano ed è stato testimone del ritrovamento di Augusto Innocenti e Stella Baschetti, marito e moglie uccisi il 9 settembre 1944 dai tedeschi.",https://www.noipartigiani.it/bullini_aldo_renato/,859065200
Loredano Zucchelli,Emilia-Romagna,M,Bologna,44.49367,11.34303,"Nato a Bologna il 25 gennaio 1926, operaio. Nome di battaglia “Boccaccio”. Tenente Battaglione Tarzan, 7ª Brigata Gap. Ha partecipato alla battaglia di Porta Lame, a Bologna, il 7 novembre 1944. L’intervista è stata realizzata nel 2000.",https://www.noipartigiani.it/zucchelli/,859338095
Elio Bortolotti,Emilia-Romagna,M,Anzola Em. (BO),44.54714,11.19655,"Nato ad Anzola dell’Emilia (BO) l’1 marzo 1922, operaio. Nome di battaglia “Daltronde”. Brigata Stella Rossa Lupo. L’intervista è stata realizzata nel 2002.",https://www.noipartigiani.it/bortolotti/,859352734
Francesco Bertacchini,Emilia-Romagna,M,Reggio Emilia,44.69824,10.63125,"Nato a Reggio Emilia il 24 giugno 1926. Nome di battaglia “Volpe”. 144ª Brigata Garibaldi. I suoi compagni del distaccamento Cervi, incluso Armando Del Bue “Pancio”, vengono uccisi nell’eccidio di Legoreccio il 17 novembre 1944.",https://www.noipartigiani.it/bertacchini/,859447044
Laura Polizzi,Emilia-Romagna,F,Parma,44.80137,10.32808,"Nata a Parma il 30 settembre 1924. Nome di battaglia “Mirka”. Vicecommissario del Comando Unico Garibaldino del Reggiano. Gruppi di Difesa della Donna. In montagna ha conosciuto il futuro marito, il comandante Pio Montermini “Luigi”, Medaglia d’Argento al Valor Militare. L’intervista è stata realizzata da Sergio Gibellini nel 2006.",https://www.noipartigiani.it/polizzi_laura/,859448696
Salvatore Russo,Sicilia,M,Riesi (CL),37.28186,14.08415,"Nato a Riesi (CL) il 30 gennaio 1919, aviere IMI, Internato Militare Italiano. Catturato in Albania fu deportato.",https://www.noipartigiani.it/russo_salvatore/,859448501
Igino Orsi,Piemonte,M,Crevoladossola (VB),46.14713,8.29658,"Nato a Crevoladossola (VB) il 14 marzo 1927. Nome di battaglia “Vila”. Battaglione Camasco, 83ª Brigata Garibaldi. Nell’intervista fa riferimento all’azione partigiana che il 21 aprile 1945 impedì ai tedeschi di far saltare la galleria del Sempione. L’intervista è stata realizzata da Paolo De Toni nel 2016.",https://www.noipartigiani.it/orsi/,859447924
Aristide Pezzali,Lombardia,M,Viadana (MN),44.93175,10.52843,"Nato a Viadana (MN) il 3 marzo 1926, operaio. Nome di battaglia “Bigio”. 1ª Brigata Garibaldi. L’intervista è stata realizzata nel 2013.",https://www.noipartigiani.it/pezzali/,859447745
Edo Nolli,Piemonte,M,Domodossola (VB),46.11545,8.29177,"Nato a Domodossola il 27 (VB) il 27 novembre 1927. Nome di battaglia “Piti”. Brigata autonoma “Valdossola”. Nell’intervista fa riferimento al comandante Dionigi Superti e al rastrellamento della Val Grande che, nel giugno 1944, costò la vita a molti partigiani. La sua storia è raccontata nel libro di Teresio Valsesia “Dalla Val Grande alla Repubblica dell’Ossola. Storia di un ragazzo partigiano”. L’intervista è stata realizzata da Paolo De Toni e Nico Tordini nel 2016.",https://www.noipartigiani.it/nolli/,859447358
Giuseppe Spagnoli,Emilia-Romagna,M,Borgo Val di Taro (PR),44.48834,9.76722,"Nato a Borgo Val di Taro (PR) il 14 luglio 1925, contadino. Nome di battaglia “Gamela”. 1ª Brigata Julia. L’intervista è stata realizzata nel 2016.",https://www.noipartigiani.it/spagnoli-2/,860445800
Teobaldo Borciani,Emilia-Romagna,M,Coviolo (RE),44.68007,10.59013,"Nato a Coviolo (RE) il 10 settembre 1925, contadino. Nome di battaglia “Pompeo”. Secondo Battaglione 76ª Brigata Sap. L’intervista è stata realizzata nel giugno 2021.",https://www.noipartigiani.it/borciani/,860446676
Giovanni Ponta,Liguria,M,Genova,44.40726,8.93386,"Nato a Genova i 5 maggio 1926, operaio. Nome di battaglia “Gianni”. Gap, Brigata “Oreste” della Divisione “Cichero”. Croce di guerra. Nell’intervista cita vari comandanti partigiani tra cui Giacomo Buranello, ucciso a il 3 marzo 1944, Medaglia d’oro al Valor militare e Walter Fillak, ucciso il 5 febbraio 1945, Medaglia d’Argento al Valor Militare. L’intervista è stata realizzata nel 2014 da Sergio Gibellini: l’interlocutore di Ponta è l’ingegnere e scrittore Gilberto Salmoni, nato nel 1928, deportato nell’agosto del 1944 a Buchenwald.",https://www.noipartigiani.it/ponta_k/,860448770
Sergio Cerutti,Piemonte,M,Pallanzeno (VB),46.04165,8.257,"Nato a Pallanzeno (VB) il 22 febbraio 1926, operaio. Nome di battaglia “Sceriffo”. Formazione autonoma “Fabbri” comandata da Ugo Scrittori. Nell’intervista fa riferimento a un “cambio di fazzoletto”: la “Fabbri”, se pur non garibaldina, aveva il fazzoletto rosso, la Valtoce invece azzurro. L’intervista è stata realizzata da Paolo De Toni nel 2016.",https://www.noipartigiani.it/cerutti-sergio/,859448177
Claudio Madonna,Abruzzo,M,Sulmona (AQ),42.04944,13.92556,Nato a Sulmona (AQ) il 21 maggio 1930. Ha svolto attività di sabotaggio e raccolta armi con il fratello Nicola che ha proseguito la guerra nella Brigata Maiella.,https://www.noipartigiani.it/madonna/,859383508
Rosi Romelli,Lombardia,F,Sonico (BS),46.16632,10.3507,"Rosina Romelli Nata a Rino di Sonico (BS) l’11 agosto 1929. Il padre Luigi “Bigio” era vicecomandante della 54ª Brigata Garibaldi in Val Malga, Rosi e la madre Pina erano in montagna nella stessa brigata. Tutti e tre sono stati arrestati nel dicembre 1944: Luigi è rimasto in carcere fino alla Liberazione. L’intervista è stata realizzata nel luglio 2023.",https://www.noipartigiani.it/rosi_romelli/,847730526
Armido Spagnoli,Toscana,M,Bagno a Ripoli (FI),43.74861,11.31976,"Nato a Grassina, frazione di Bagno a Ripoli (FI) il 27 ottobre 1928. Nome di battaglia “Bello”. Brigata Garibaldi “Sinigaglia”. Nell’intervista fa riferimento all’Eccidio di Pian D’Albero avvenuto il 20 giugno 1944: i tedeschi attaccarono un casolare dove passavano i partigiani prima di raggiungere la brigata. Furono fatti prigionieri e poi uccisi 18 partigiani e un civile. L’intervista è stata realizzata nel luglio 2023.",https://www.noipartigiani.it/spagnoli/,846863313
Elio Checchi,Toscana,M,Massarosa (LU),43.8647,10.34114,"Nato a Massarosa (LU), 1 dicembre 1923. Nome di battaglia “Lucca”. Gruppo Dallara, 1ª Divisione Julia. L’intervista è stata realizzata nel marzo del 2023.",https://www.noipartigiani.it/checchi_elio/,845937043
Natale Cogorno,Liguria,M,Cogorno (GE),44.33145,9.3507,"Nato a Cogorno (Ge), il 17 dicembre 1930. Nome di battaglia “Babi”. Divisione Garibaldi “Coduri”. Nell’intervista fa riferimento a “Virgola”, nome di battaglia di Eraldo Fico, comandante della Divisione. L’intervista è stata realizzata nel marzo 2023.",https://www.noipartigiani.it/cogorno_natale/,845874746
Uliana Lucattini,Liguria,F,Genova (Borzoli),44.43714,8.87103,"Nata a Borzoli, Genova, il 26 ottobre 1923, sarta. Nome di battaglia “Giovanna”. Brigata Sap “Alice Noli”. Nell’intervista fa riferimento a Walter Ulanowski, ucciso il 19 maggio 1944 nell’eccidio del Turchino, a Giuseppe Spataro ucciso il 14 gennaio 1945, a Renato Quartini, Medaglia d’Oro al Valor Militare, ucciso nell’Eccidio di Cravasco il 23 marzo 1945. L’intervista è stata realizzata nel luglio 2023.",https://www.noipartigiani.it/lucattini_uliana/,845950900
Vincenzo Malgeri,FVG,M,Trieste,45.65201,13.78018,"Nato a Trieste il 6 febbraio 1930. Il padre Alfredo, colonnello della Guardia di Finanza al comando della Legione di Milano, era in contatto con i capi della Resistenza e svolse un ruolo fondamentale nei giorni della Liberazione. Ha ricevuto la Medaglia d’Oro al Valore della Guardia di Finanza. Ha raccontato le vicende di quei giorni nel libro “L’occupazione di Milano e la Liberazione”. Vincenzo Malgeri ha seguito le orme del padre raggiungendo il grado di generale della Finanza.",https://www.noipartigiani.it/malgeri/,840866350
Vladimiro Zeminian,Veneto,M,Stienta (RO),44.94235,11.5458,"Nato a Stienta (RO) il 12 gennaio 1926, operaio meccanico. Nome di battaglia “Miro”. 118ª Brigata Garibaldi “Servadei”. Sulla sua esperienza ha scritto il libro “Memorie del partigiano Miro, operaio all’Alfa Romeo”.",https://www.noipartigiani.it/zeminian/,841170482
Sergio Lucattini,Liguria,M,Genova (Borzoli),44.43714,8.87103,"Nato a Borzoli (GE) l’11 settembre 1926, operaio. Nome di battaglia “Arman”. 117 ª Brigata Iori Sap. La sorella Uliana è stata staffetta partigiana nella brigata, tutta femminile, “Alice Noli”. Nell’intervista fa riferimento al compagno Abramo Pongoli, morto il 25 aprile 1945.",https://www.noipartigiani.it/lucattini/,840405251
Rosario Bentivegna,Lazio,M,Roma,41.89332,12.48293,"Nato a Roma il 22 giugno 1922, studente. Nome di battaglia “Paolo”. Gap “Carlo Pisacane”, Divisione Italiana Partigiana in Montenegro. Medaglia d’Argento al Valor Militare. Ha partecipato all’azione di Via Rasella quando, il 23 marzo 1944, una bomba provocò la morte di 33 soldati tedeschi del battaglione Bozen. Sulla sua esperienza ha scritto il libro “Senza fare di necessità virtù”. L’intervista è stata realizzata da Davide Conti nel 2007.",https://www.noipartigiani.it/rosario-bentivegna/,825483121
Giovanni Barbareschi,Lombardia,M,Milano,45.46419,9.18963,"Don Giovanni Barbareschi Nato a Milano l’11 febbraio 1922, sacerdote. Fiamme Verdi. Medaglia d’argento, Giusto tra le Nazioni. Membro dell’organizzazione clandestina degli Scout “Aquile randagie”, tra i fondatori del giornale clandestino “Il ribelle”, ha benedetto le salme dei partigiani uccisi a Piazzale Loreto il 10 agosto 1944. L’intervista è stata realizzata da Francesca Fedeli, Gianluca Pelizzoni, Carla Readelli per Mappa delle Memorie.",https://www.noipartigiani.it/don-giovanni-barbareschi/,829477306
Francesca Del Rio,Emilia-Romagna,F,Bibbiano (RE),44.66416,10.47445,"Nata a Bibbiano (Reggio Emilia), 1 marzo 1925. Nome di battaglia “Mimma”. Staffetta 144ª Brigata Garibaldi. Nel dicembre 1944, in seguito a una delazione, fu catturata e torturata dai nazisti nella caserma di Ciano d’Enza da cui riuscì a scappare uscendo dalla finestrella di una latrina e calandosi dal pluviale. Incinta, perse il bambino. È Medaglia d’Oro al Merito Civile. L’intervista è stata realizzata da Riccardo Manfredi, Gian Marco Minardi, Annita Malavasi.",https://www.noipartigiani.it/francesca-delrio/,829003863
Walkiria Terradura,Umbria,F,Gubbio (PG),43.35171,12.57843,"Nata a Gubbio il 9 gennaio 1924, studentessa. Comandante della squadra “Settebello”, 5ª Brigata Garibaldi Pesaro. Medaglia d’Argento al Valor Militare. L’intervista è stata realizzata nel 2007 da Massimo Rendina.",https://www.noipartigiani.it/walchiria-terradura/,823771987
